"customer_id","sale_date","total_amount","product_ids"
"1022","2025-10-08","278.16","{45,374}"
"1022","2025-10-18","94.48","{191,237}"
"1022","2025-10-20","449.38","{103,252}"
"1022","2025-10-25","597.11","{455,109}"
"1023","2025-09-23","74.19","{3,40}"
"1023","2025-10-07","56.22","{83,136}"
"1023","2025-10-08","311.22","{219,56}"
"1023","2025-10-26","279.10","{213,161}"
"1023","2025-11-02","292.56","{302,495}"
"1024","2025-10-01","335.69","{430,327}"
"1024","2025-10-12","369.12","{74,229}"
"1024","2025-10-25","338.96","{207,220}"
"1025","2025-10-06","186.12","{356,302}"
"1027","2025-09-30","169.46","{449,408}"
"1027","2025-10-02","189.39","{413,101}"
"1027","2025-10-28","394.64","{50,185}"
"1027","2025-10-31","228.45","{475,162}"
"1027","2025-11-13","165.80","{391,24}"
"1028","2025-09-21","436.72","{446,154}"
"1028","2025-10-21","299.29","{287,265}"
"1028","2025-10-30","255.66","{257,106}"
"1028","2025-11-03","370.00","{408,199}"
"1028","2025-11-07","58.51","{211,187}"
"1029","2025-09-23","519.96","{295,83}"
"1029","2025-10-18","186.62","{342,291}"
"1029","2025-10-20","268.42","{198,154}"
"1030","2025-09-19","362.19","{16,496}"
"1030","2025-09-27","261.27","{363,151}"
"1030","2025-09-30","172.13","{1,457}"
"1030","2025-10-26","350.40","{70,345}"
"1030","2025-11-03","159.18","{381,312}"
"1031","2025-09-27","170.92","{236,146}"
"1031","2025-10-06","280.59","{477,167}"
"1031","2025-10-17","142.40","{334,462}"
"1031","2025-10-25","368.40","{488,32}"
"1032","2025-09-21","52.86","{429,495}"
"1032","2025-10-27","464.65","{312,239,110,222}"
"1032","2025-10-28","260.58","{191,81}"
"1033","2025-09-16","452.97","{153,198}"
"1033","2025-09-30","42.26","{143,226}"
"1033","2025-10-25","184.65","{87,16}"
"1033","2025-11-02","245.13","{478,308}"
"1033","2025-11-09","210.63","{211,98}"
"1034","2025-09-20","141.66","{233,332}"
"1034","2025-10-08","377.17","{139,127}"
"1034","2025-10-10","327.98","{119,319}"
"1034","2025-11-03","124.57","{138,181}"
"1035","2025-09-24","176.88","{209,446}"
"1035","2025-10-21","309.72","{370,232}"
"1035","2025-10-31","148.89","{474,444}"
"1035","2025-11-03","299.87","{189,293}"
"1035","2025-11-09","132.48","{91,36}"
"1036","2025-09-14","94.51","{253,155}"
"1036","2025-10-02","330.56","{309,299}"
"1036","2025-10-03","129.12","{466,49}"
"1036","2025-10-14","120.79","{373,211}"
"1037","2025-10-12","105.50","{392,149}"
"1037","2025-10-17","85.62","{283,152}"
"1037","2025-11-02","172.50","{473,38}"
"1037","2025-11-05","174.74","{109,62}"
"1038","2025-09-17","313.62","{312,261}"
"1038","2025-09-26","223.26","{273,64}"
"1038","2025-10-24","176.61","{150,154}"
"1039","2025-09-22","149.58","{235,170}"
"1039","2025-10-11","514.21","{401,51}"
"1040","2025-09-21","161.68","{425,115}"
"1040","2025-09-22","290.61","{105,74}"
"1040","2025-09-29","271.20","{470,154}"
"1041","2025-09-20","291.60","{138,135}"
"1041","2025-09-25","386.94","{115,82}"
"1041","2025-09-29","321.24","{240,219}"
"1041","2025-10-11","62.31","{469,497}"
"1041","2025-10-12","349.03","{316,3}"
"1041","2025-10-28","601.48","{468,57,6,182}"
"1041","2025-11-07","275.85","{20,348}"
"1042","2025-09-16","342.81","{387,448,220,121}"
"1042","2025-09-19","198.47","{438,290}"
"1042","2025-09-20","547.04","{190,330}"
"1042","2025-09-21","141.23","{246,393}"
"1042","2025-10-09","220.84","{131,328}"
"1042","2025-10-22","212.62","{197,93}"
"1043","2025-10-12","231.78","{174,448}"
"1043","2025-10-31","114.37","{70,388}"
"1043","2025-11-10","83.00","{375,359}"
"1044","2025-09-18","321.46","{399,47}"
"1044","2025-09-19","432.20","{111,50}"
"1044","2025-10-10","204.74","{15,235}"
"1044","2025-10-11","249.11","{116,81}"
"1044","2025-11-01","244.44","{138,206}"
"1045","2025-09-27","135.81","{146,237}"
"1045","2025-10-06","479.64","{378,339}"
"1045","2025-10-31","713.14","{78,306,370,436}"
"1045","2025-11-07","399.19","{142,78}"
"1045","2025-11-13","353.47","{455,140}"
"1047","2025-09-27","280.46","{42,294}"
"1047","2025-09-29","52.81","{422,450}"
"1047","2025-09-30","166.79","{38,120}"
"1047","2025-10-09","455.65","{413,249}"
"1048","2025-10-02","429.33","{149,311}"
"1048","2025-10-23","94.61","{18,466}"
"1049","2025-09-16","291.16","{124,76}"
"1049","2025-09-23","357.63","{140,180}"
"1049","2025-10-04","99.24","{11,210}"
"1049","2025-10-14","190.86","{254,242}"
"1049","2025-10-18","288.93","{440,207}"
"1049","2025-10-28","180.73","{226,127}"
"1049","2025-11-11","192.36","{289,15}"
"1050","2025-09-27","152.97","{419,479}"
"1050","2025-10-08","269.33","{470,61}"
"1050","2025-10-10","426.27","{360,298}"
"1050","2025-10-22","561.74","{429,478,408,189,70,250}"
"1050","2025-10-28","365.18","{214,166}"
"1050","2025-11-02","202.60","{282,31}"
"1050","2025-11-09","62.11","{495,11}"
"1051","2025-09-14","494.26","{265,151}"
"1051","2025-10-10","173.80","{427,470}"
"1051","2025-10-14","418.75","{359,405}"
"1051","2025-10-20","384.51","{206,151}"
"1052","2025-09-15","92.51","{369,10}"
"1052","2025-10-19","176.24","{297,296}"
"1053","2025-09-29","81.57","{130,21}"
"1053","2025-10-06","177.11","{85,87}"
"1053","2025-10-28","80.46","{227,204}"
"1053","2025-11-07","237.19","{52,311}"
"1054","2025-09-20","200.94","{206,435}"
"1054","2025-09-21","427.22","{44,116}"
"1054","2025-10-11","366.62","{406,421,140,390}"
"1054","2025-10-20","121.90","{217,293}"
"1054","2025-10-22","184.91","{419,465}"
"1055","2025-09-20","267.92","{304,111}"
"1055","2025-10-15","128.59","{381,313}"
"1055","2025-10-22","109.36","{226,390}"
"1056","2025-09-15","166.10","{58,338}"
"1056","2025-09-22","304.38","{264,236}"
"1056","2025-10-03","396.08","{22,413}"
"1056","2025-10-29","249.48","{30,452}"
"1056","2025-11-06","314.52","{222,332}"
"1056","2025-11-09","457.28","{16,333}"
"1056","2025-11-13","283.64","{129,245}"
"1057","2025-09-29","225.77","{450,418}"
"1057","2025-10-22","635.82","{61,389}"
"1057","2025-10-23","268.56","{224,469}"
"1057","2025-10-29","311.92","{245,72}"
"1057","2025-11-10","191.36","{142,103}"
"1058","2025-09-17","224.71","{231,409}"
"1058","2025-09-18","200.23","{456,190}"
"1058","2025-09-30","358.25","{208,166}"
"1058","2025-10-04","427.89","{274,479}"
"1058","2025-10-06","203.00","{284,204}"
"1058","2025-10-08","217.26","{143,220}"
"1058","2025-10-17","167.69","{276,334}"
"1058","2025-10-19","338.86","{81,3}"
"1059","2025-10-07","544.80","{269,258}"
"1060","2025-09-19","113.19","{160,486}"
"1060","2025-09-27","526.88","{430,484}"
"1060","2025-10-17","500.04","{134,84}"
"1061","2025-09-17","301.98","{229,389}"
"1061","2025-09-29","56.81","{64,247}"
"1061","2025-10-29","380.12","{15,219,153,43}"
"1062","2025-09-16","90.04","{180,447}"
"1062","2025-09-19","302.37","{415,444}"
"1062","2025-09-21","251.94","{469,177}"
"1062","2025-10-07","176.37","{375,173}"
"1062","2025-10-26","503.26","{399,464}"
"1063","2025-09-28","242.02","{212,362}"
"1063","2025-10-30","541.91","{58,52}"
"1064","2025-09-18","210.65","{483,80}"
"1064","2025-09-25","204.04","{222,144}"
"1064","2025-10-15","110.10","{461,371}"
"1064","2025-11-03","335.42","{470,283}"
"1064","2025-11-09","73.61","{449,447}"
"1065","2025-09-17","776.95","{201,308,153,436}"
"1065","2025-09-20","283.56","{54,89}"
"1065","2025-09-28","197.62","{405,480}"
"1065","2025-09-30","418.20","{305,68}"
"1065","2025-10-13","404.42","{476,115}"
"1066","2025-10-14","45.78","{380,274}"
"1066","2025-10-29","135.47","{265,159}"
"1067","2025-09-18","332.88","{474,195}"
"1067","2025-10-06","413.24","{359,40}"
"1067","2025-10-09","257.07","{15,115}"
"1067","2025-10-16","295.75","{100,184}"
"1067","2025-10-29","214.67","{75,144}"
"1067","2025-11-01","406.83","{332,313}"
"1068","2025-09-27","70.19","{95,346}"
"1068","2025-10-05","528.92","{118,125}"
"1068","2025-10-23","239.57","{257,214}"
"1068","2025-11-08","302.38","{193,172}"
"1069","2025-09-28","170.15","{181,102}"
"1069","2025-10-01","326.04","{349,304}"
"1069","2025-10-07","339.93","{259,342}"
"1069","2025-11-02","170.91","{66,340}"
"1069","2025-11-09","352.95","{82,232}"
"1070","2025-09-30","386.40","{118,228}"
"1070","2025-10-27","333.78","{168,390}"
"1070","2025-11-10","307.70","{379,331}"
"1071","2025-09-20","337.48","{69,252}"
"1071","2025-09-24","216.82","{362,495}"
"1071","2025-10-22","51.44","{358,415}"
"1072","2025-09-16","258.40","{191,107}"
"1072","2025-09-21","297.42","{136,151}"
"1072","2025-10-22","223.18","{18,251}"
"1072","2025-11-06","142.60","{248,317}"
"1073","2025-09-23","87.59","{475,458}"
"1073","2025-10-20","237.15","{55,212}"
"1073","2025-11-04","543.75","{332,101}"
"1073","2025-11-05","230.64","{467,95}"
"1074","2025-09-14","222.03","{332,418}"
"1074","2025-09-17","92.17","{258,46}"
"1074","2025-09-18","222.93","{83,454}"
"1074","2025-10-29","131.81","{411,499}"
"1074","2025-11-11","108.78","{14,409}"
"1075","2025-09-19","241.08","{266,294}"
"1075","2025-09-23","136.10","{49,167}"
"1075","2025-09-30","300.69","{343,274}"
"1075","2025-10-19","480.45","{491,374}"
"1075","2025-11-07","467.60","{182,111}"
"1076","2025-09-30","112.30","{343,205}"
"1076","2025-10-11","80.39","{228,301}"
"1076","2025-10-12","548.52","{286,271}"
"1076","2025-11-08","317.84","{101,140}"
"1077","2025-09-19","156.06","{164,443}"
"1077","2025-09-21","341.97","{53,117}"
"1077","2025-09-28","587.22","{237,439,307,39}"
"1078","2025-09-22","579.57","{386,124}"
"1078","2025-10-03","240.97","{163,358}"
"1078","2025-10-22","183.63","{58,94}"
"1078","2025-10-26","96.38","{465,483}"
"1078","2025-11-10","151.37","{446,409}"
"1079","2025-09-25","504.23","{181,130}"
"1079","2025-10-07","479.63","{334,425}"
"1079","2025-10-16","300.66","{492,388}"
"1079","2025-11-08","97.22","{133,202}"
"1079","2025-11-12","253.83","{373,149}"
"1080","2025-09-15","309.59","{60,63}"
"1080","2025-10-12","330.87","{59,51}"
"1081","2025-09-19","153.38","{268,223}"
"1081","2025-09-22","470.39","{458,42}"
"1081","2025-09-23","230.53","{83,376}"
"1081","2025-10-17","149.32","{324,272}"
"1082","2025-09-25","222.59","{300,257}"
"1082","2025-10-01","186.58","{181,481}"
"1082","2025-10-07","358.38","{112,82}"
"1082","2025-10-16","299.18","{487,223}"
"1082","2025-11-09","256.09","{334,34}"
"1083","2025-11-10","420.29","{54,282}"
"1084","2025-09-18","259.77","{31,253}"
"1084","2025-09-28","337.26","{447,118}"
"1084","2025-10-02","151.93","{292,390}"
"1084","2025-10-29","215.55","{177,77}"
"1084","2025-10-31","430.48","{263,96}"
"1085","2025-09-17","213.43","{35,236}"
"1085","2025-10-03","496.58","{250,170}"
"1085","2025-10-27","292.12","{77,288}"
"1085","2025-11-05","166.06","{277,460}"
"1086","2025-09-17","199.93","{298,479}"
"1086","2025-10-14","414.20","{112,412,359,5}"
"1086","2025-10-16","445.35","{68,109}"
"1087","2025-11-03","162.78","{469,149}"
"1088","2025-09-15","207.06","{92,87}"
"1088","2025-10-24","379.02","{132,225}"
"1088","2025-11-02","143.34","{350,32}"
"1089","2025-09-26","245.46","{48,295}"
"1090","2025-09-17","140.87","{226,459}"
"1090","2025-09-23","310.50","{122,310}"
"1090","2025-10-05","341.52","{19,74}"
"1090","2025-10-08","229.59","{123,420}"
"1090","2025-11-02","112.95","{264,466}"
"1090","2025-11-09","241.38","{102,63}"
"1091","2025-09-26","131.84","{19,450}"
"1091","2025-10-05","533.20","{237,276}"
"1091","2025-10-27","279.67","{435,461}"
"1092","2025-10-08","356.56","{420,314}"
"1093","2025-09-15","234.66","{399,16}"
"1093","2025-10-24","28.02","{368,73}"
"1093","2025-10-30","217.14","{183,161}"
"1093","2025-11-12","201.32","{51,159}"
"1094","2025-10-23","371.60","{356,163}"
"1094","2025-10-30","423.84","{309,178}"
"1094","2025-11-04","483.71","{388,351}"
"1095","2025-09-18","319.04","{185,279}"
"1095","2025-09-23","287.19","{449,17}"
"1095","2025-10-14","476.38","{452,221,44,122}"
"1095","2025-11-10","601.50","{233,137}"
"1096","2025-09-21","105.96","{91,185}"
"1096","2025-10-05","207.52","{386,392}"
"1096","2025-10-12","447.16","{37,288}"
"1096","2025-10-21","356.69","{53,436}"
"1097","2025-09-20","257.24","{84,146}"
"1097","2025-09-25","283.89","{472,432}"
"1097","2025-09-30","163.41","{362,324}"
"1098","2025-09-14","173.96","{473,391}"
"1098","2025-11-08","260.93","{28,182}"
"1099","2025-09-24","209.55","{354,180}"
"1099","2025-09-30","138.70","{340,168}"
"1099","2025-10-01","303.42","{92,38}"
"1099","2025-10-10","188.95","{468,169}"
"1099","2025-10-20","203.89","{41,300}"
"1099","2025-10-23","199.66","{28,77}"
"1100","2025-09-14","271.02","{154,36}"
"1100","2025-10-10","338.92","{381,145}"
"1100","2025-10-25","224.10","{74,105}"
"1100","2025-11-03","372.18","{190,178}"
"1100","2025-11-10","347.35","{331,260}"
"1101","2025-09-22","463.43","{20,151}"
"1101","2025-09-29","159.60","{169,193}"
"1101","2025-10-03","195.85","{181,369}"
"1101","2025-10-20","212.04","{417,443}"
"1101","2025-11-04","574.62","{202,189}"
"1101","2025-11-10","216.59","{19,163}"
"1102","2025-09-15","411.70","{481,336}"
"1102","2025-10-11","464.86","{405,248}"
"1103","2025-09-17","73.84","{367,462}"
"1103","2025-09-19","308.77","{136,391}"
"1103","2025-09-28","464.78","{66,482}"
"1103","2025-10-08","278.95","{177,452}"
"1103","2025-10-12","349.10","{484,158}"
"1103","2025-10-16","148.11","{69,137}"
"1103","2025-10-22","181.98","{25,423}"
"1103","2025-10-25","548.16","{495,181}"
"1104","2025-09-25","346.95","{406,407}"
"1104","2025-10-14","173.63","{112,179}"
"1104","2025-10-26","404.13","{248,315}"
"1104","2025-11-02","391.12","{332,441}"
"1104","2025-11-04","90.68","{130,202}"
"1104","2025-11-10","126.92","{495,377}"
"1105","2025-09-16","112.49","{362,10}"
"1105","2025-09-28","420.00","{252,498}"
"1106","2025-10-09","445.88","{412,385}"
"1106","2025-10-15","319.47","{453,499}"
"1107","2025-09-20","109.55","{112,500}"
"1107","2025-10-12","225.37","{261,448}"
"1108","2025-10-04","121.68","{9,394}"
"1108","2025-11-09","433.48","{8,335}"
"1109","2025-10-31","440.24","{289,199}"
"1110","2025-09-18","461.55","{400,402}"
"1110","2025-10-14","244.14","{203,374}"
"1111","2025-09-18","126.45","{94,338}"
"1111","2025-10-06","189.49","{342,168}"
"1111","2025-11-02","449.44","{424,196}"
"1111","2025-11-12","289.52","{121,392}"
"1112","2025-09-20","237.04","{67,272}"
"1112","2025-10-13","184.64","{396,281}"
"1112","2025-10-20","70.06","{240,147}"
"1112","2025-10-29","136.55","{272,414}"
"1113","2025-10-03","161.01","{411,476}"
"1113","2025-10-30","208.99","{409,378}"
"1114","2025-09-30","305.57","{323,11}"
"1114","2025-10-01","309.75","{322,470}"
"1114","2025-10-09","237.68","{357,174}"
"1114","2025-10-25","208.95","{34,206}"
"1115","2025-09-22","319.82","{280,481}"
"1115","2025-10-27","192.26","{492,446}"
"1115","2025-10-28","276.48","{347,43}"
"1115","2025-11-04","207.89","{189,255}"
"1116","2025-09-23","138.08","{440,156}"
"1116","2025-10-01","250.43","{100,159}"
"1116","2025-11-03","342.41","{245,62}"
"1116","2025-11-05","123.09","{220,148}"
"1117","2025-11-11","163.92","{10,299}"
"1118","2025-09-15","372.52","{104,472}"
"1118","2025-09-27","522.20","{305,241}"
"1118","2025-09-28","187.13","{400,21}"
"1118","2025-10-01","229.41","{441,197}"
"1118","2025-10-11","343.03","{12,281}"
"1119","2025-09-26","99.12","{66,74}"
"1119","2025-09-30","159.45","{444,399}"
"1119","2025-10-21","345.65","{29,369}"
"1119","2025-10-22","273.08","{445,456}"
"1119","2025-10-28","110.71","{140,73}"
"1119","2025-11-06","561.82","{80,85,137,165}"
"1119","2025-11-13","306.65","{240,342}"
"1120","2025-10-07","237.68","{276,152}"
"1120","2025-10-19","139.82","{103,183}"
"1120","2025-10-25","286.46","{469,13}"
"1120","2025-11-09","81.15","{491,163}"
"1120","2025-11-12","165.14","{14,418}"
"1121","2025-10-15","197.58","{283,253}"
"1121","2025-11-03","212.91","{148,182}"
"1121","2025-11-08","231.22","{369,345}"
"1122","2025-10-01","200.84","{283,300}"
"1122","2025-10-08","753.44","{9,429,123,172}"
"1122","2025-11-10","212.84","{153,57}"
"1123","2025-09-17","416.73","{188,150}"
"1123","2025-09-18","154.16","{224,175}"
"1123","2025-09-24","282.10","{197,296}"
"1123","2025-10-20","388.08","{466,391}"
"1123","2025-10-26","244.98","{319,374}"
"1123","2025-11-11","171.61","{53,176}"
"1124","2025-09-28","182.08","{415,260}"
"1124","2025-10-09","123.32","{463,256}"
"1124","2025-10-12","522.90","{128,441}"
"1124","2025-11-10","88.20","{267,32}"
"1125","2025-10-03","346.98","{262,211}"
"1125","2025-10-04","209.42","{181,494}"
"1125","2025-10-08","135.72","{185,162}"
"1125","2025-10-16","347.30","{285,335}"
"1125","2025-10-23","332.76","{321,83}"
"1125","2025-11-02","490.19","{338,355,480,96}"
"1126","2025-09-17","434.31","{495,62}"
"1126","2025-09-19","109.89","{366,466}"
"1126","2025-09-25","308.23","{293,222}"
"1126","2025-10-14","220.58","{26,358}"
"1126","2025-11-05","260.14","{447,431}"
"1127","2025-09-20","453.81","{143,426}"
"1127","2025-10-16","250.38","{320,287}"
"1128","2025-09-29","324.34","{1,431}"
"1128","2025-10-26","773.52","{98,290}"
"1129","2025-11-08","97.37","{449,203}"
"1130","2025-09-30","238.41","{210,223}"
"1130","2025-10-17","238.52","{450,163}"
"1131","2025-09-17","100.04","{352,182}"
"1131","2025-10-01","138.81","{469,376}"
"1131","2025-10-18","281.87","{65,185}"
"1131","2025-10-29","243.76","{329,423}"
"1132","2025-10-06","219.00","{495,362}"
"1132","2025-10-19","371.40","{278,163}"
"1133","2025-09-15","210.44","{86,51}"
"1133","2025-10-19","368.66","{362,63}"
"1133","2025-11-11","375.42","{490,470}"
"1134","2025-09-21","174.47","{424,13}"
"1134","2025-09-25","382.07","{204,250}"
"1134","2025-09-26","413.16","{461,137}"
"1134","2025-09-30","276.11","{331,231}"
"1134","2025-10-02","497.46","{260,429}"
"1134","2025-10-18","353.87","{116,330}"
"1134","2025-10-30","136.21","{26,427}"
"1135","2025-09-18","198.12","{12,162}"
"1135","2025-10-02","239.12","{499,155}"
"1135","2025-10-03","123.00","{181,35}"
"1135","2025-10-04","263.03","{488,210}"
"1135","2025-10-20","174.55","{50,210}"
"1135","2025-10-23","206.96","{345,6}"
"1135","2025-11-01","92.41","{157,420}"
"1135","2025-11-13","434.00","{237,40}"
"1136","2025-09-25","459.76","{133,40}"
"1136","2025-09-28","579.41","{436,104}"
"1136","2025-10-05","267.35","{215,167}"
"1136","2025-10-26","255.54","{421,156}"
"1137","2025-09-21","259.88","{289,232}"
"1137","2025-10-07","394.34","{367,33}"
"1137","2025-10-13","380.73","{415,361}"
"1137","2025-10-28","417.74","{209,374}"
"1137","2025-11-04","80.67","{384,118}"
"1137","2025-11-09","480.92","{144,428,81,88}"
"1138","2025-09-18","293.12","{128,42}"
"1138","2025-09-28","273.37","{446,471}"
"1139","2025-10-28","85.76","{223,10}"
"1140","2025-09-21","159.31","{97,448}"
"1140","2025-10-07","394.28","{347,179}"
"1140","2025-10-08","290.66","{417,364}"
"1140","2025-11-06","124.71","{370,251}"
"1141","2025-09-27","406.44","{434,294}"
"1141","2025-10-13","176.26","{225,361}"
"1141","2025-11-03","461.04","{293,137}"
"1141","2025-11-08","198.52","{259,148}"
"1142","2025-09-26","390.32","{2,22}"
"1143","2025-09-14","268.39","{12,41}"
"1143","2025-10-04","240.18","{469,142}"
"1143","2025-10-18","461.18","{102,410}"
"1143","2025-11-08","324.84","{497,43}"
"1144","2025-09-29","286.24","{76,235}"
"1144","2025-10-18","294.37","{444,401}"
"1144","2025-10-26","125.92","{101,156}"
"1144","2025-11-06","253.40","{123,71}"
"1145","2025-09-18","401.67","{153,160}"
"1145","2025-10-21","107.23","{183,151}"
"1146","2025-09-22","408.66","{422,375}"
"1146","2025-10-07","112.55","{349,360}"
"1146","2025-10-08","585.53","{458,187}"
"1146","2025-10-18","164.61","{67,158}"
"1147","2025-10-27","67.42","{442,174}"
"1148","2025-09-23","306.20","{454,110}"
"1148","2025-10-02","137.02","{304,255}"
"1148","2025-10-28","366.62","{103,455}"
"1149","2025-09-21","456.58","{147,290}"
"1149","2025-10-24","222.48","{141,148}"
"1149","2025-11-07","267.80","{445,492}"
"1150","2025-09-16","379.41","{2,37}"
"1150","2025-09-18","145.92","{83,187}"
"1150","2025-09-19","458.54","{468,201}"
"1150","2025-09-24","313.76","{492,213}"
"1151","2025-10-22","342.36","{55,420}"
"1151","2025-10-23","45.56","{473,35}"
"1151","2025-10-24","203.69","{480,397}"
"1151","2025-10-28","224.74","{255,20}"
"1151","2025-11-13","172.82","{144,288}"
"1152","2025-09-17","338.78","{253,259}"
"1152","2025-10-17","411.90","{285,208}"
"1152","2025-11-09","194.83","{166,197}"
"1152","2025-11-11","530.76","{225,362}"
"1152","2025-11-13","307.60","{59,469}"
"1153","2025-09-16","94.78","{317,94}"
"1153","2025-10-31","143.67","{117,483}"
"1153","2025-11-03","74.03","{327,341}"
"1154","2025-09-26","124.39","{367,85}"
"1154","2025-10-15","218.26","{276,157}"
"1155","2025-10-14","342.48","{116,84}"
"1155","2025-10-16","102.33","{183,109}"
"1155","2025-11-06","216.18","{408,183}"
"1156","2025-10-05","105.61","{483,279}"
"1156","2025-10-10","306.33","{377,339}"
"1156","2025-10-31","138.43","{459,381}"
"1157","2025-09-25","162.64","{399,351}"
"1157","2025-09-29","560.35","{344,494}"
"1157","2025-10-02","270.27","{490,86}"
"1157","2025-10-05","287.91","{391,341}"
"1157","2025-10-14","333.17","{377,489}"
"1157","2025-11-04","337.53","{248,142,396,440}"
"1157","2025-11-07","217.50","{10,458}"
"1157","2025-11-08","195.98","{448,312}"
"1157","2025-11-11","369.56","{263,308}"
"1158","2025-09-17","606.66","{275,161}"
"1158","2025-09-18","288.43","{397,413}"
"1158","2025-10-10","311.87","{239,60}"
"1158","2025-11-02","262.41","{254,60}"
"1158","2025-11-03","95.72","{7,16}"
"1158","2025-11-04","227.90","{491,223}"
"1159","2025-09-21","212.38","{341,39}"
"1159","2025-09-23","240.71","{411,377}"
"1159","2025-11-10","207.68","{472,495}"
"1160","2025-09-17","428.62","{258,196}"
"1160","2025-09-22","114.99","{472,204}"
"1160","2025-09-25","139.72","{260,436}"
"1160","2025-09-30","170.80","{145,496}"
"1161","2025-09-19","252.99","{77,282}"
"1161","2025-09-27","353.22","{229,272}"
"1161","2025-10-08","339.71","{100,186}"
"1161","2025-10-10","236.48","{179,52}"
"1161","2025-10-14","381.64","{164,188}"
"1161","2025-11-12","152.84","{111,479}"
"1162","2025-10-07","147.94","{487,95}"
"1162","2025-10-10","218.43","{483,196}"
"1162","2025-10-15","309.22","{436,58}"
"1162","2025-10-17","255.25","{419,206}"
"1162","2025-10-24","77.64","{421,288}"
"1162","2025-10-28","340.27","{394,121}"
"1162","2025-11-08","234.58","{26,170}"
"1162","2025-11-11","181.11","{476,459}"
"1163","2025-09-20","235.01","{247,32}"
"1163","2025-09-23","232.02","{14,232}"
"1163","2025-10-01","459.40","{397,185,470,486}"
"1163","2025-10-13","525.82","{57,394,69,496}"
"1163","2025-10-24","212.84","{428,330}"
"1163","2025-10-26","357.63","{35,301}"
"1163","2025-10-27","245.88","{232,382}"
"1164","2025-09-16","186.69","{446,215}"
"1164","2025-09-17","401.67","{140,258}"
"1164","2025-10-29","165.37","{382,69}"
"1164","2025-11-02","435.45","{87,116}"
"1165","2025-09-21","432.18","{213,437}"
"1165","2025-10-16","183.78","{88,122}"
"1165","2025-11-03","230.55","{170,478}"
"1166","2025-09-30","498.66","{59,58,252,283}"
"1166","2025-10-04","793.71","{291,459,271,317,12,339}"
"1166","2025-10-09","119.66","{452,418}"
"1166","2025-10-18","221.49","{217,123}"
"1166","2025-10-22","326.99","{424,369}"
"1168","2025-09-24","338.02","{130,363}"
"1168","2025-10-03","349.99","{180,455}"
"1168","2025-10-09","123.85","{284,152}"
"1168","2025-10-18","228.50","{18,187}"
"1168","2025-10-23","452.37","{426,293}"
"1168","2025-11-01","325.62","{475,102}"
"1168","2025-11-12","388.41","{49,67}"
"1169","2025-09-25","642.75","{81,486,349,11}"
"1169","2025-10-03","252.28","{377,450}"
"1169","2025-10-07","437.06","{171,126}"
"1169","2025-10-16","587.28","{233,62}"
"1169","2025-10-28","586.96","{258,40}"
"1169","2025-11-06","85.42","{474,53}"
"1170","2025-10-06","182.61","{162,212}"
"1170","2025-10-07","158.64","{216,329}"
"1170","2025-11-02","164.76","{173,41}"
"1171","2025-09-15","248.24","{202,378}"
"1171","2025-09-23","255.08","{137,371}"
"1171","2025-10-23","496.83","{236,211}"
"1171","2025-11-06","520.18","{417,117}"
"1172","2025-09-16","183.47","{262,45}"
"1172","2025-10-20","90.68","{456,419}"
"1172","2025-10-29","319.66","{94,314}"
"1172","2025-11-08","131.81","{122,129}"
"1173","2025-10-01","230.77","{266,156}"
"1173","2025-10-08","194.88","{58,262}"
"1173","2025-10-14","318.88","{14,169}"
"1173","2025-10-20","280.89","{299,177}"
"1173","2025-11-11","195.46","{373,139}"
"1174","2025-09-15","467.94","{133,364}"
"1174","2025-09-30","116.11","{492,42}"
"1174","2025-11-04","304.92","{219,359}"
"1174","2025-11-08","147.15","{491,457}"
"1175","2025-09-21","357.61","{253,333}"
"1175","2025-09-27","291.48","{132,103}"
"1175","2025-09-29","184.76","{174,200}"
"1175","2025-10-27","205.76","{485,126}"
"1175","2025-10-30","174.30","{380,387}"
"1175","2025-11-06","357.84","{300,291}"
"1176","2025-10-22","349.20","{129,22}"
"1176","2025-10-30","434.18","{41,20}"
"1176","2025-11-02","447.47","{482,394}"
"1176","2025-11-04","311.03","{29,480}"
"1177","2025-09-18","372.05","{111,369}"
"1177","2025-10-02","446.19","{200,439}"
"1177","2025-10-08","213.18","{8,108}"
"1177","2025-10-28","383.88","{54,79}"
"1177","2025-10-30","491.00","{101,286}"
"1177","2025-11-01","174.45","{468,6}"
"1177","2025-11-04","78.45","{154,288}"
"1177","2025-11-10","420.94","{25,445}"
"1178","2025-11-12","212.99","{347,183}"
"1179","2025-10-09","323.31","{265,144}"
"1179","2025-10-20","491.16","{467,406}"
"1179","2025-11-10","284.17","{409,62}"
"1180","2025-09-16","364.92","{456,364}"
"1180","2025-09-28","308.68","{211,73}"
"1180","2025-10-04","92.15","{258,330}"
"1181","2025-09-19","335.79","{356,163}"
"1181","2025-10-03","412.94","{169,165}"
"1181","2025-10-15","225.19","{497,345}"
"1181","2025-10-22","267.75","{36,402}"
"1181","2025-11-10","321.38","{407,20}"
"1182","2025-09-22","305.26","{257,256}"
"1182","2025-10-17","282.82","{466,227}"
"1182","2025-10-27","267.90","{400,136}"
"1182","2025-10-30","316.04","{355,404}"
"1182","2025-10-31","227.68","{162,246}"
"1182","2025-11-08","329.91","{296,414}"
"1182","2025-11-10","358.41","{482,414}"
"1182","2025-11-12","371.55","{167,360}"
"1183","2025-09-20","197.56","{390,88}"
"1183","2025-09-21","250.30","{245,84}"
